datetime,open,high,low,close,volume
2020-03-24,55.19,56.75,54.53,56.72,66890000
2020-03-25,56.32,57.44,54.30,55.12,81630000
2020-03-26,55.59,58.50,54.68,58.09,71434000
2020-03-27,56.28,57.53,55.30,55.54,64170000
2020-03-30,56.25,57.58,54.82,57.34,51482000
2020-03-31,57.37,58.77,56.91,58.14,49728000
2020-04-01,56.10,56.48,54.87,55.28,46884000
2020-04-02,54.91,56.34,54.82,56.04,39298000
2020-04-03,55.95,56.18,53.99,54.89,46268000
2020-04-06,56.90,59.73,56.55,59.35,53294000
2020-04-07,61.05,61.25,59.11,59.33,47746000
2020-04-08,60.33,60.95,59.41,60.51,39502000
2020-04-09,61.20,61.28,59.84,60.57,43508000
2020-04-13,60.46,61.03,59.38,60.88,34796000
2020-04-14,62.25,64.10,61.85,63.46,49408000
2020-04-15,62.28,64.02,62.02,63.12,33434000
2020-04-16,63.71,63.95,62.13,63.17,50362000
2020-04-17,64.24,64.72,63.56,64.16,38980000
2020-04-20,63.55,64.08,63.07,63.33,33910000
2020-04-21,62.35,62.71,60.49,60.82,43060000
2020-04-22,62.28,64.28,62.10,63.16,41848000
2020-04-23,63.58,64.67,63.28,63.82,31324000
2020-04-24,63.06,64.02,62.47,63.97,32792000
2020-04-27,64.80,64.81,63.45,63.79,32012000
2020-04-28,64.40,64.40,61.61,61.68,59026000
2020-04-29,67.07,68.00,66.27,67.07,75872000
2020-04-30,66.24,67.64,66.12,67.43,53378000
2020-05-01,66.43,67.60,65.55,66.03,41450000
2020-05-04,65.41,66.38,64.95,66.34,30080000
2020-05-05,66.90,68.70,66.87,67.56,33030000
2020-05-06,68.08,68.56,67.36,67.36,24308000
2020-05-07,68.30,68.88,67.76,68.63,27952000
2020-05-08,69.16,69.94,68.77,69.42,27738000
2020-05-11,68.91,70.83,68.86,70.16,28242000
2020-05-12,70.36,70.75,68.74,68.79,27812000
2020-05-13,68.85,69.27,66.42,67.47,36252000
2020-05-14,66.75,67.87,66.20,67.81,32062000
2020-05-15,67.50,68.72,66.95,68.66,34154000
2020-05-18,68.09,69.62,67.71,69.20,36448000
2020-05-19,69.35,69.60,68.67,68.67,25612000
2020-05-20,69.48,70.52,69.36,70.34,33108000
2020-05-21,70.40,70.77,69.67,70.14,27700000
2020-05-22,69.84,70.64,69.59,70.52,26188000
2020-05-26,71.86,72.05,70.61,70.85,41212000
2020-05-27,70.86,71.09,69.56,70.89,33716000
2020-05-28,69.84,72.04,69.80,70.84,33844000
2020-05-29,70.85,71.63,70.67,71.45,36418000
2020-06-01,70.92,71.90,70.90,71.59,24342000
2020-06-02,71.53,71.98,70.94,71.96,25562000
2020-06-03,71.92,72.33,71.49,71.82,25124000
2020-06-04,71.52,71.95,70.24,70.61,29686000
2020-06-05,70.66,72.25,70.30,71.92,34698000
2020-06-08,71.12,72.40,71.12,72.33,28084000
2020-06-09,72.27,73.40,72.16,72.81,28184000
2020-06-10,72.98,73.71,72.81,73.29,30504000
2020-06-11,72.12,72.72,70.10,70.19,39826000
2020-06-12,71.42,71.85,69.30,70.66,38928000
2020-06-15,69.54,71.24,69.40,70.99,30078000
2020-06-16,72.26,72.75,71.29,72.14,34184000
2020-06-17,72.36,73.00,71.57,72.56,30992000
2020-06-18,72.46,72.57,71.35,71.80,31638000
2020-06-19,72.20,72.39,71.07,71.59,63158000
2020-06-22,71.45,72.64,71.16,72.59,30848000
2020-06-23,72.78,73.80,72.26,73.22,28596000
2020-06-24,73.08,73.77,71.49,71.60,35120000
2020-06-25,71.50,72.14,71.00,72.07,24610000
2020-06-26,71.57,71.67,67.60,68.00,85354000
2020-06-29,67.91,69.78,67.35,69.75,36204000
2020-06-30,69.52,70.93,69.20,70.68,40848000
2020-07-01,70.56,72.15,70.49,71.90,35504000
2020-07-02,72.35,74.15,72.32,73.24,37182000
2020-07-06,74.00,75.33,73.64,74.79,31280000
2020-07-07,74.50,75.84,74.18,74.26,29164000
2020-07-08,74.72,75.29,74.28,74.80,24994000
2020-07-09,75.32,76.14,74.40,75.55,28466000
2020-07-10,75.31,77.19,74.83,77.09,37126000
2020-07-13,77.50,78.86,75.26,75.57,36928000
2020-07-14,74.52,76.15,74.18,76.03,31700000
2020-07-15,76.16,76.77,74.90,75.68,32214000
2020-07-16,75.00,75.93,74.32,75.90,30386000
2020-07-17,76.08,76.17,74.92,75.78,29134000
2020-07-20,75.76,78.51,75.18,78.29,31146000
2020-07-21,79.35,79.35,77.71,77.92,24324000
2020-07-22,78.03,78.50,77.31,78.42,18640000
2020-07-23,78.35,78.59,75.37,75.78,32552000
2020-07-24,74.95,75.88,74.42,75.59,30880000
2020-07-27,75.78,77.05,75.76,76.51,24920000
2020-07-28,76.26,76.32,74.88,75.02,34044000
2020-07-29,75.32,76.56,75.07,76.10,22130000
2020-07-30,74.85,76.89,74.61,76.57,33428000
2020-07-31,75.25,75.45,72.70,74.15,68798000
2020-08-03,74.33,74.52,73.28,73.72,46604000
2020-08-04,73.83,74.28,72.93,73.25,38070000
2020-08-05,73.46,74.12,73.17,73.68,39590000
2020-08-06,73.59,75.12,73.30,75.00,39908000
2020-08-07,75.00,75.84,74.08,74.72,31556000
2020-08-10,74.36,75.20,73.65,74.81,25786000
2020-08-11,74.62,75.50,73.90,74.02,29088000
2020-08-12,74.28,75.62,74.26,75.33,28740000
2020-08-13,75.52,76.86,75.40,75.92,29104000
2020-08-14,75.78,76.10,75.14,75.39,27096000
2020-08-17,75.73,76.28,75.40,75.90,27566000
2020-08-18,76.31,78.12,76.19,77.93,40542000
2020-08-19,77.67,78.68,77.20,77.38,33212000
2020-08-20,77.17,79.29,76.91,79.09,34138000
2020-08-21,78.85,79.89,78.40,79.02,28930000
2020-08-24,79.70,80.71,79.03,79.41,28198000
2020-08-25,79.10,80.58,79.10,80.41,44942000
2020-08-26,80.40,82.96,80.18,82.62,79868000
2020-08-27,82.68,82.75,81.29,81.72,37232000
2020-08-28,81.67,82.36,81.54,82.22,29980000
2020-08-31,82.39,82.40,81.52,81.71,36468000
2020-09-01,81.83,83.29,81.61,83.04,36506000
2020-09-02,83.69,86.66,83.32,86.41,50224000
2020-09-03,85.49,85.49,80.75,82.09,62156000
2020-09-04,81.21,82.26,77.38,79.55,52172000
2020-09-08,76.68,78.19,76.40,76.62,52218000
2020-09-09,77.88,78.45,76.80,77.85,35494000
2020-09-10,78.03,79.20,76.29,76.60,32372000
2020-09-11,76.80,78.76,74.87,76.04,31942000
2020-09-14,76.95,78.20,75.79,75.96,33932000
2020-09-15,76.80,77.98,76.59,77.07,26622000
2020-09-16,77.78,78.10,75.99,76.04,26234000
2020-09-17,74.80,75.41,73.50,74.78,37596000
2020-09-18,74.90,75.15,71.86,73.00,62078000
2020-09-21,72.00,72.42,70.33,71.56,57776000
2020-09-22,72.50,73.48,71.73,73.27,31664000
2020-09-23,72.94,73.05,70.39,70.76,33148000
2020-09-24,70.55,72.19,70.49,71.41,29004000
2020-09-25,71.63,72.50,70.67,72.25,26460000
2020-09-28,73.71,73.84,72.47,73.23,40158000
2020-09-29,73.52,73.83,72.94,73.47,19564000
2020-09-30,73.34,74.49,72.99,73.48,34032000
2020-10-01,74.21,74.95,73.96,74.50,35590000
2020-10-02,73.10,74.16,72.55,72.92,25682000
2020-10-05,73.31,74.41,73.21,74.30,22266000
2020-10-06,73.78,74.34,72.43,72.67,24908000
2020-10-07,73.21,73.45,71.80,73.01,34924000
2020-10-08,73.25,74.50,73.25,74.30,23756000
2020-10-09,74.74,75.83,74.47,75.76,28706000
2020-10-12,77.15,79.69,76.63,78.46,49652000
2020-10-13,79.19,79.50,78.16,78.58,32020000
2020-10-14,78.93,79.38,77.53,78.40,38586000
2020-10-15,77.36,78.76,77.25,77.96,30800000
2020-10-16,78.29,79.06,78.15,78.65,28694000
2020-10-19,79.02,79.41,76.40,76.73,32142000
2020-10-20,76.35,78.88,76.28,77.80,44834000
2020-10-21,78.67,80.94,78.58,79.67,51366000
2020-10-22,79.65,81.10,79.25,80.77,28672000
2020-10-23,81.30,82.12,81.03,82.05,27516000
2020-10-26,81.25,81.91,78.82,79.52,37066000
2020-10-27,79.78,80.34,79.14,80.21,24580000
2020-10-28,77.99,78.07,75.73,75.83,36680000
2020-10-29,76.12,79.69,76.11,78.36,40062000
2020-10-30,83.61,84.35,80.22,81.05,86582000
2020-11-02,81.41,83.04,80.80,81.30,50708000
2020-11-03,81.59,83.08,80.83,82.51,33234000
2020-11-04,85.51,88.57,85.30,87.46,71418000
2020-11-05,89.05,89.68,87.53,88.17,41316000
2020-11-06,87.70,88.62,87.02,88.09,33218000
2020-11-09,89.54,90.90,88.00,88.15,45366000
2020-11-10,86.55,88.15,85.86,87.02,52722000
2020-11-11,87.50,88.21,87.37,87.64,25280000
2020-11-12,87.38,88.41,87.28,87.49,24950000
2020-11-13,87.88,89.05,87.23,88.85,29998000
2020-11-16,88.58,89.95,88.38,89.07,24936000
2020-11-17,88.85,89.25,88.35,88.51,22942000
2020-11-18,88.26,88.67,87.31,87.34,23470000
2020-11-19,86.92,88.48,86.85,88.20,24998000
2020-11-20,88.26,88.70,87.09,87.11,46270000
2020-11-23,87.48,87.69,85.89,86.74,43232000
2020-11-24,86.53,88.58,86.38,88.44,31560000
2020-11-25,88.64,88.93,87.83,88.57,20916000
2020-11-27,88.65,90.20,88.62,89.66,17698000
2020-11-30,89.06,89.40,87.75,88.04,36476000
2020-12-01,88.72,91.24,88.47,89.90,34738000
2020-12-02,89.90,91.78,89.47,91.40,24440000
2020-12-03,91.20,92.36,91.13,91.34,24546000
2020-12-04,91.23,91.66,90.85,91.40,27564000
2020-12-07,90.95,91.62,90.29,90.97,26418000
2020-12-08,90.50,91.10,89.81,90.93,21926000
2020-12-09,90.60,91.71,88.39,89.21,30152000
2020-12-10,88.49,89.07,87.02,88.77,27256000
2020-12-11,88.15,89.22,88.00,89.09,24414000
2020-12-14,88.75,89.87,87.86,88.00,32004000
2020-12-15,88.22,88.57,87.50,88.39,29646000
2020-12-16,88.64,88.65,87.80,88.15,30270000
2020-12-17,88.43,88.59,86.93,87.39,32494000
2020-12-18,87.71,87.76,86.01,86.55,80328000
2020-12-21,85.68,87.04,84.95,86.97,36568000
2020-12-22,86.72,86.87,85.63,86.18,18734000
2020-12-23,86.41,87.40,86.25,86.62,20676000
2020-12-24,86.75,87.30,86.46,86.94,6936000
2020-12-28,87.58,89.54,87.32,88.80,27860000
2020-12-29,89.39,89.62,87.80,87.94,25988000
2020-12-30,88.10,88.25,86.28,86.98,26122000
2020-12-31,86.77,87.95,86.77,87.59,20238000
2021-01-04,87.88,88.03,85.39,86.41,38038000
2021-01-05,86.25,87.38,85.90,87.05,22906000
2021-01-06,85.13,87.40,84.95,86.76,52042000
2021-01-07,87.00,89.42,86.85,89.36,45300000
2021-01-08,89.40,90.49,88.68,90.36,41012000
2021-01-11,89.30,89.72,88.03,88.34,24194000
2021-01-12,87.70,88.90,86.27,87.33,27140000
2021-01-13,86.93,88.25,86.90,87.72,21882000
2021-01-14,87.68,88.75,86.67,87.01,23590000
2021-01-15,86.91,87.80,86.08,86.81,26844000
2021-01-19,87.61,90.46,87.07,89.54,34692000
2021-01-20,91.57,95.19,91.28,94.35,49806000
2021-01-21,94.90,96.74,94.36,94.56,41278000
2021-01-22,94.78,95.55,94.09,95.05,25442000
2021-01-25,96.03,96.48,93.38,94.97,38546000
2021-01-26,94.44,96.25,94.21,95.86,26262000
2021-01-27,94.13,94.50,90.45,91.54,54966000
2021-01-28,92.20,94.94,92.13,93.16,35462000
2021-01-29,92.31,92.86,90.51,91.79,32252000
2021-02-01,92.68,96.12,92.55,95.07,32044000
2021-02-02,96.13,97.79,95.72,96.38,45474000
2021-02-03,103.65,105.82,100.92,103.50,82364000
2021-02-04,103.44,103.93,102.13,103.12,37046000
2021-02-05,103.50,105.13,102.97,104.90,30702000
2021-02-08,105.30,106.18,103.60,104.65,24838000
2021-02-09,103.93,105.26,103.93,104.18,17798000
2021-02-10,104.71,105.42,103.15,104.77,22710000
2021-02-11,104.98,105.10,103.87,104.79,18914000
2021-02-12,104.51,105.44,104.16,105.21,17114000
2021-02-16,105.22,107.63,105.22,106.10,22676000
2021-02-17,105.00,106.68,104.95,106.42,21418000
2021-02-18,105.52,106.64,105.19,105.86,22432000
2021-02-19,105.96,106.53,104.87,105.06,29148000
2021-02-22,103.35,104.57,103.11,103.24,27350000
2021-02-23,101.25,104.10,100.10,103.54,33348000
2021-02-24,102.09,105.04,101.91,104.76,24966000
2021-02-25,103.37,104.74,101.06,101.57,36568000
2021-02-26,102.53,103.55,100.80,101.84,41670000
2021-03-01,102.83,104.33,102.31,104.08,28090000
2021-03-02,103.81,105.22,103.56,103.79,22692000
2021-03-03,103.36,104.43,100.50,101.34,29684000
2021-03-04,101.17,104.46,101.01,102.45,42360000
2021-03-05,103.66,105.91,102.32,105.43,43904000
2021-03-08,105.06,106.44,101.08,101.21,32948000
2021-03-09,103.50,103.90,102.39,102.64,33946000
2021-03-10,103.59,103.75,101.67,102.75,25372000
2021-03-11,103.70,106.29,103.62,105.74,24782000
2021-03-12,104.25,104.51,102.38,103.10,34516000
2021-03-15,103.11,103.35,102.18,103.32,25962000
2021-03-16,103.95,106.18,103.50,104.63,29832000
2021-03-17,103.80,105.49,102.70,104.55,25980000
2021-03-18,103.05,103.78,101.68,101.81,27228000
2021-03-19,102.10,102.65,100.88,102.16,46298000
2021-03-22,102.09,102.90,101.30,101.93,39096000
2021-03-23,102.58,103.62,101.96,102.65,27340000
2021-03-24,103.27,103.91,102.08,102.25,23080000
2021-03-25,102.24,102.94,100.54,102.22,28378000
2021-03-26,101.94,102.55,100.70,101.78,29870000
2021-03-29,101.39,102.92,100.78,102.80,24596000
2021-03-30,102.88,103.54,102.20,102.78,20732000
2021-03-31,102.96,104.67,102.84,103.43,29198000
2021-04-01,104.90,107.15,104.84,106.89,33980000
2021-04-05,107.65,111.87,107.58,111.28,43298000
